epoch,lr,train_loss,train_loss_hard,train_loss_soft,train_top1,train_top5,test_loss,test_top1,test_top5,best_test_top1,epoch_time_sec
88,0.0010000000000000002,0.8600291327667237,0.6584656037902832,0.04178282767295837,80.142,96.87,1.1320357412338258,68.53,91.68,68.8,26.843460083007812
89,0.0010000000000000002,0.8640381579589844,0.6619575483894348,0.041918183324337006,79.97,96.836,1.1216386280059814,69.07,91.96,69.07,26.798562049865723
90,0.0010000000000000002,0.8581483046722412,0.6569127415275574,0.04170731946945191,80.138,96.902,1.1261283086776734,68.79,91.77,69.07,26.79349184036255
91,0.0010000000000000002,0.8531201202011108,0.6512366925430297,0.041719860155582426,80.318,96.918,1.1267199674606323,68.41,91.82,69.07,26.83874011039734
92,0.0010000000000000002,0.8531459187316894,0.651653669090271,0.0416652539229393,80.2,96.984,1.1286408710479736,68.65,91.93,69.07,26.80451774597168
93,0.0010000000000000002,0.8539178306007386,0.6525734589576722,0.04165651945829391,80.274,97.034,1.1277424551010131,68.65,91.8,69.07,26.839277029037476
94,0.0010000000000000002,0.8492121184539795,0.6470611317062378,0.04169642343521118,80.49,96.96,1.127406180381775,68.88,91.89,69.07,26.80235743522644
95,0.0010000000000000002,0.8469300687026977,0.6452525537872315,0.04159418392419815,80.474,97.004,1.1250897838592528,68.65,91.97,69.07,26.80662202835083
96,0.0010000000000000002,0.8468902310943603,0.6447515911102295,0.0416584077835083,80.754,96.984,1.1301812564849854,68.98,91.84,69.07,26.82113790512085
97,0.0010000000000000002,0.8474860876464844,0.6459969876480103,0.04157637574672699,80.414,97.06,1.1284909410476684,68.87,91.79,69.07,26.80986189842224
98,0.0010000000000000002,0.8411996194458008,0.6394534873199463,0.041514295235872266,80.686,97.004,1.1318803211212158,68.76,91.77,69.07,26.833715200424194
99,0.0010000000000000002,0.8371799559020996,0.6358419530677796,0.041394094562530515,80.582,97.14,1.1340138595581055,68.8,91.92,69.07,26.84221124649048
100,0.0010000000000000002,0.8354806377983093,0.6338858823013306,0.041403648495674135,80.798,97.192,1.1295970373153688,69.06,91.91,69.07,26.847116947174072
