epoch,lr,train_loss,train_loss_hard,train_loss_soft,train_top1,train_top5,test_loss,test_top1,test_top5,best_test_top1,epoch_time_sec
57,0.1,2.933564504470825,1.4773075757980347,0.04836517060279846,60.58,88.662,2.3857606437683105,50.48,80.8,54.36,26.812551975250244
58,0.1,2.935930460586548,1.4827403421020509,0.04839681436538696,60.592,88.59,2.0360740522384644,55.03,83.77,55.03,28.224013090133667
59,0.1,2.93515056388855,1.4823114698028566,0.048384019162654876,60.802,88.488,2.3878670192718507,49.73,78.66,55.03,28.043281078338623
60,0.010000000000000002,2.917687784118652,1.4592805333709717,0.048120829932689665,61.044,88.886,2.1792392593383787,51.59,82.21,55.03,27.20566201210022
61,0.010000000000000002,2.2869015076446533,1.1424425273513794,0.03771974502325058,68.106,92.142,1.3899437358856201,65.53,90.2,65.53,27.179450035095215
62,0.010000000000000002,2.128755988769531,1.0591080421638488,0.0351188408446312,70.106,93.172,1.3393864025115967,66.27,90.89,66.27,27.16253089904785
63,0.010000000000000002,2.079141449661255,1.033658469581604,0.03430166068792343,70.63,93.354,1.325905327987671,66.56,91.2,66.56,27.203004837036133
64,0.010000000000000002,2.038528228187561,1.002472783470154,0.033650711749792096,71.312,93.814,1.313898390197754,66.93,91.43,66.93,27.1864812374115
65,0.010000000000000002,2.0223105490875244,0.9996829216957093,0.03337399832010269,71.57,93.784,1.3078541458129882,67.25,91.33,67.25,27.185923099517822
66,0.010000000000000002,2.000574133148193,0.9818729223632813,0.03302755009531975,71.568,93.938,1.313080331993103,67.41,91.08,67.41,27.178719997406006
67,0.010000000000000002,1.9811661891937256,0.9710310793685913,0.03270942930340767,72.196,94.088,1.296195440864563,67.57,91.35,67.57,27.18424892425537
68,0.010000000000000002,1.9746561912155152,0.9593547956085205,0.032616679830551144,72.336,94.144,1.3124989545822143,67.6,91.42,67.6,27.216574907302856
69,0.010000000000000002,1.9607482832717895,0.955415071258545,0.03238206290602684,72.49,94.13,1.3270990259170532,67.31,91.1,67.6,27.34882402420044
70,0.010000000000000002,1.9503976387023927,0.9427260604095459,0.0322243937432766,72.89,94.27,1.3088048072814942,67.44,91.25,67.6,27.17137098312378
71,0.010000000000000002,1.9389897016906739,0.9420901417160035,0.03202744327783585,72.572,94.334,1.3295379474639892,67.53,91.0,67.6,27.185454845428467
72,0.010000000000000002,1.937806834716797,0.9334281373596192,0.03202194563984871,73.154,94.436,1.3209977792739869,67.51,91.29,67.6,27.208582878112793
73,0.010000000000000002,1.933730012512207,0.9284136632537842,0.03195987311124802,72.934,94.55,1.3245311679840088,67.11,91.19,67.6,27.223729848861694
74,0.010000000000000002,1.9274895148468019,0.9257264695739746,0.03185619643449783,73.212,94.604,1.3452360504150391,67.13,90.66,67.6,27.222795963287354
75,0.010000000000000002,1.9178026521682738,0.9138349159622192,0.03170866681098938,73.432,94.534,1.3286989961624145,68.11,90.99,68.11,27.286622762680054
76,0.010000000000000002,1.9115008332061767,0.9143052044487,0.03159844376444817,73.44,94.54,1.3535783205032348,67.01,90.79,68.11,27.226454973220825
77,0.010000000000000002,1.9107273836135865,0.913322657623291,0.03158672163248062,73.594,94.714,1.357431237411499,67.24,90.87,68.11,27.251655101776123
78,0.010000000000000002,1.9220660689544677,0.9164890031051636,0.03177807663559914,73.522,94.646,1.3244014545440674,67.53,91.21,68.11,27.187259197235107
79,0.010000000000000002,1.904391127319336,0.9068512742805481,0.03148795223236084,73.532,94.644,1.3476564231872559,66.99,90.66,68.11,27.215914011001587
80,0.0010000000000000002,1.9116220321655273,0.9112586483001709,0.03160583696842194,73.602,94.658,1.3436125173568725,67.5,90.79,68.11,27.19301462173462
81,0.0010000000000000002,1.7907242727661132,0.8414296654701233,0.02962814842104912,75.218,95.13,1.244841611289978,69.48,91.76,69.48,27.39734411239624
82,0.0010000000000000002,1.7699979901123046,0.8265655897140503,0.029294122817516328,75.526,95.356,1.2377808334350586,69.4,91.75,69.48,95.99062085151672
83,0.0010000000000000002,1.763614543914795,0.8218048156356812,0.029191564332246782,75.516,95.48,1.242900814819336,69.55,91.94,69.55,27.064083337783813
84,0.0010000000000000002,1.7585144961166381,0.8200181944274902,0.02910612361073494,75.594,95.394,1.235766891860962,69.48,91.98,69.55,27.895155906677246
85,0.0010000000000000002,1.7503954919052125,0.8170153483581543,0.028970381974577904,75.902,95.518,1.24139904460907,69.46,91.79,69.55,27.406414270401
86,0.0010000000000000002,1.74747933177948,0.8177462428092956,0.028918485268354416,75.746,95.44,1.232213454246521,69.57,91.98,69.57,26.43884801864624
87,0.0010000000000000002,1.7420638987350463,0.8119798416900634,0.028834478396177293,75.89,95.656,1.2323492950439454,69.72,91.86,69.72,26.200486183166504
88,0.0010000000000000002,1.7382079545974731,0.8102043982505799,0.028770617344379426,76.076,95.504,1.2387952289581299,69.41,91.95,69.72,98.27301216125488
89,0.0010000000000000002,1.7412841495895386,0.8076287389183044,0.028828495084047317,76.052,95.518,1.2359878425598145,69.61,91.9,69.72,27.516597747802734
90,0.0010000000000000002,1.7394341609191895,0.8063918350601196,0.028798524698019027,75.938,95.494,1.2375709817886353,69.4,92.02,69.72,27.161948204040527
91,0.0010000000000000002,1.7375999803161621,0.8036379611587524,0.028771462281942366,76.264,95.598,1.2336458883285522,69.53,91.9,69.72,27.186787843704224
92,0.0010000000000000002,1.7355094444656372,0.8063973065948487,0.028730377663969995,75.972,95.584,1.2321408536911012,69.56,91.88,69.72,27.2556471824646
93,0.0010000000000000002,1.737912970314026,0.8086434379959107,0.028768206115961075,75.898,95.514,1.2249901357650756,69.74,91.96,69.74,27.305243015289307
94,0.0010000000000000002,1.7355893014907837,0.803208282623291,0.028737300668358803,76.31,95.614,1.229631044960022,69.72,91.81,69.74,27.65361475944519
95,0.0010000000000000002,1.730681450996399,0.7981328706359864,0.028660906356573104,76.238,95.618,1.2256779720306397,69.72,91.84,69.74,27.303689002990723
96,0.0010000000000000002,1.731457310180664,0.8014038517951966,0.02866869737684727,76.238,95.562,1.2389607330322265,69.47,91.85,69.74,27.17696785926819
97,0.0010000000000000002,1.7316199905014038,0.8001106895256043,0.028673766716718674,76.002,95.734,1.2325457199096679,69.66,91.9,69.74,27.267133951187134
98,0.0010000000000000002,1.729260726852417,0.8011674670791626,0.028630972660779953,76.21,95.54,1.2329166717529296,69.62,91.94,69.74,27.340919733047485
99,0.0010000000000000002,1.7236419709777833,0.7957285297012329,0.028542867359519004,76.51,95.546,1.2372099058151245,69.54,91.85,69.74,27.22687578201294
100,0.0010000000000000002,1.724423589477539,0.7961419552993775,0.02855571941971779,76.398,95.662,1.2265954391479492,69.7,91.99,69.74,27.1980619430542
