epoch,lr,train_loss,train_loss_hard,train_loss_soft,train_top1,train_top5,test_loss,test_top1,test_top5,best_test_top1,epoch_time_sec
51,0.1,2.036760865859985,1.3817240504074098,0.010514834716320039,60.454,88.478,2.2311099193572996,48.85,81.06,53.59,27.136614322662354
52,0.1,2.041843316040039,1.3840195501708985,0.010545574528872967,60.332,88.77,2.1200164001464845,48.35,78.7,53.59,26.97480082511902
53,0.1,2.0373076110076904,1.3853781811523438,0.01050483219087124,60.376,88.632,1.7908898456573485,53.59,83.62,53.59,27.03086018562317
54,0.1,2.033702289352417,1.375496763343811,0.010515264863967895,60.692,88.61,1.9927954803466796,50.79,81.17,53.59,27.537918090820312
55,0.1,2.0239520503234862,1.367399327735901,0.010470721766352654,60.968,88.844,2.00480652885437,51.16,80.87,53.59,27.079368114471436
56,0.1,2.0284051930236817,1.3734657244491577,0.010481815080046654,60.7,88.726,2.0262002426147463,50.31,80.54,53.59,27.77820634841919
57,0.1,2.033261869354248,1.379628861541748,0.010495683140158652,60.602,88.63,2.1997135276794433,48.69,79.63,53.59,27.270689010620117
58,0.1,2.0267917667388917,1.3796866327285766,0.01044490977525711,60.47,88.678,2.1748594997406006,48.3,79.1,53.59,27.20587682723999
59,0.1,2.023062555389404,1.3740888621139526,0.010437641550600528,60.678,88.888,2.1096847997665407,48.85,77.97,53.59,27.05867910385132
60,0.010000000000000002,2.0222321156311036,1.367311704673767,0.010457627066969871,60.868,89.032,1.8884655626296998,52.4,82.58,53.59,27.165039777755737
61,0.010000000000000002,1.5995576593780518,1.0396089559555053,0.008435571714043617,69.386,92.78,1.224973006248474,66.14,90.91,66.14,27.283249855041504
62,0.010000000000000002,1.4800377962493896,0.9519939005088807,0.007844069135785102,71.606,93.75,1.194506664085388,67.01,91.48,67.01,27.335713148117065
63,0.010000000000000002,1.4412447769546508,0.9221933956718444,0.007657406862974167,72.294,94.176,1.1926929933547974,67.37,91.61,67.37,27.18934988975525
64,0.010000000000000002,1.4134835750198365,0.8967278723144532,0.007539997136294841,73.054,94.418,1.1878352432250976,67.16,91.5,67.37,27.072250843048096
65,0.010000000000000002,1.4002247476959229,0.8900201012039185,0.007462614839375019,73.154,94.57,1.1930636491775513,67.47,91.74,67.47,27.162194967269897
66,0.010000000000000002,1.3837230979156494,0.8737342254638671,0.007397312373071909,73.506,94.7,1.1959904018402099,67.52,91.81,67.52,27.08946418762207
67,0.010000000000000002,1.3709768835449219,0.8594583742141724,0.007353497611880302,73.996,94.77,1.1842499460220337,67.49,91.71,67.52,27.19237494468689
68,0.010000000000000002,1.3600844688034057,0.8467297387313842,0.007318121864646673,74.3,94.892,1.192329306411743,67.25,91.79,67.52,27.06745195388794
69,0.010000000000000002,1.3538273946380615,0.8437444689559936,0.007280899702012539,74.258,95.1,1.181644632911682,67.37,91.7,67.52,27.042749881744385
70,0.010000000000000002,1.3427498180389403,0.8320256231689453,0.007240132870525121,74.702,95.074,1.193506946182251,67.41,91.74,67.52,27.186135053634644
71,0.010000000000000002,1.3377983980560302,0.8287323570632935,0.007214314241111279,74.684,95.144,1.1989195503234864,67.1,91.47,67.52,27.191210746765137
72,0.010000000000000002,1.3336664612579345,0.82211412733078,0.00720788592427969,74.838,95.338,1.1768004289627074,67.66,91.69,67.66,27.18745493888855
73,0.010000000000000002,1.3309393350219727,0.817500089302063,0.0072046038101613525,75.006,95.274,1.2168368276596069,67.07,91.45,67.66,27.210288286209106
74,0.010000000000000002,1.3251969305419922,0.810893584022522,0.007185547948926687,75.278,95.35,1.1842634357452393,67.55,91.66,67.66,27.079952001571655
75,0.010000000000000002,1.320821100616455,0.8079191975021363,0.007162980488240719,75.402,95.49,1.2086995157241822,67.57,91.34,67.66,26.746905088424683
76,0.010000000000000002,1.3177800713348389,0.8050869731140137,0.007150285819619894,75.564,95.46,1.2491847385406494,66.56,91.07,67.66,27.13685894012451
77,0.010000000000000002,1.3176383290100098,0.8048261056137085,0.007150197466909885,75.224,95.562,1.2320935005187987,66.99,91.24,67.66,27.028241872787476
78,0.010000000000000002,1.3189039884185791,0.8010210081481933,0.007174949108213187,75.638,95.414,1.2157988562583923,67.47,91.28,67.66,27.1635262966156
79,0.010000000000000002,1.3077780101013183,0.7933694578170777,0.007117916252911091,75.854,95.638,1.2464501337051392,66.56,90.94,67.66,27.171690940856934
80,0.0010000000000000002,1.3121064832305909,0.7965359342956543,0.00713936340212822,75.472,95.44,1.2206189777374268,66.73,91.21,67.66,27.053954124450684
81,0.0010000000000000002,1.2234243337249755,0.7182346921730042,0.006752398324161768,77.694,96.182,1.1160024478912354,69.17,92.42,69.17,27.3469820022583
82,0.0010000000000000002,1.2016070518493653,0.699424792175293,0.00665542701125145,78.48,96.426,1.1108866178512573,69.18,92.5,69.18,27.067123889923096
83,0.0010000000000000002,1.1974281251525878,0.6933407518005371,0.006646544914245605,78.522,96.536,1.1085725385665894,69.48,92.58,69.48,27.135895013809204
84,0.0010000000000000002,1.1950819005584716,0.6933217889022827,0.006628289129734039,78.65,96.424,1.1102751269340516,69.41,92.63,69.48,27.058475971221924
85,0.0010000000000000002,1.1892571590423584,0.6896675148773194,0.0065970578311383725,78.71,96.486,1.109696067905426,69.56,92.4,69.56,27.001929998397827
86,0.0010000000000000002,1.1841979158782958,0.6837144086074829,0.006580786778926849,78.966,96.494,1.1084645231246948,69.54,92.54,69.56,26.96054482460022
87,0.0010000000000000002,1.1808007622909547,0.6806333337593079,0.006566281976699829,78.96,96.564,1.1069004967689515,69.62,92.54,69.62,27.011340141296387
88,0.0010000000000000002,1.1794675088119506,0.6798830230903625,0.0065587968695163725,79.086,96.712,1.1144709250450133,69.5,92.55,69.62,26.98367714881897
89,0.0010000000000000002,1.1808860050582886,0.6791864214897155,0.006572599947452545,78.998,96.672,1.1080292505264282,69.51,92.6,69.62,27.347703218460083
90,0.0010000000000000002,1.176076491165161,0.6763847580146789,0.006545969622433185,79.106,96.556,1.109859037399292,69.4,92.58,69.62,27.34257483482361
91,0.0010000000000000002,1.1752464780807494,0.6742697880935669,0.006547746745198965,79.136,96.632,1.1073282522201537,69.57,92.69,69.62,27.061684131622314
92,0.0010000000000000002,1.173324680480957,0.6733826076126098,0.006536198247075081,79.286,96.694,1.1116709231376647,69.45,92.57,69.62,27.166965007781982
93,0.0010000000000000002,1.174697910194397,0.6754995203590393,0.006538657437264919,79.168,96.708,1.1080951574325562,69.59,92.73,69.62,27.040931940078735
94,0.0010000000000000002,1.1722125978851319,0.6712345257949829,0.006535901055634022,79.324,96.73,1.112842596244812,69.61,92.42,69.62,27.132869005203247
95,0.0010000000000000002,1.1704811114120484,0.6701354287719726,0.00652666714400053,79.238,96.688,1.1063251329421997,69.56,92.69,69.62,27.733981132507324
96,0.0010000000000000002,1.1704319832992554,0.6688702390480041,0.00653122548609972,79.196,96.722,1.114336470413208,69.36,92.56,69.62,27.030389070510864
97,0.0010000000000000002,1.1681120429611207,0.6678830458259583,0.006516957186758518,79.312,96.736,1.1104837491989137,69.73,92.53,69.73,26.910197019577026
98,0.0010000000000000002,1.1659854725265504,0.6633440803909302,0.006518073697239161,79.566,96.786,1.1136294346809388,69.54,92.61,69.73,27.081275939941406
99,0.0010000000000000002,1.1620743988800049,0.6592761073875427,0.006503408955186606,79.706,96.774,1.1144669176101685,69.61,92.66,69.73,27.049675226211548
100,0.0010000000000000002,1.1636173072814942,0.6605534826850891,0.006510473156273365,79.722,96.744,1.1129136251449585,69.35,92.53,69.73,26.96557307243347
