epoch,lr,train_loss,train_top1,train_top5,test_loss,test_top1,test_top5,best_test_top1,epoch_time_sec
62,0.1,1.3368047103118896,61.642,88.992,2.2770483959198,45.94,76.63,52.79,71.24516105651855
63,0.1,1.3394691270828247,61.658,88.842,2.089843147277832,47.46,76.84,52.79,70.75060296058655
64,0.1,1.3335963208770751,61.79,88.958,1.8895113662719727,51.41,80.77,52.79,70.66585898399353
65,0.1,1.3324281671905518,61.758,88.946,2.1273716690063478,46.59,76.53,52.79,70.66508078575134
66,0.1,1.3303388983154296,62.026,89.036,2.1369830474853515,46.49,77.83,52.79,70.6586217880249
67,0.1,1.3322708514404298,61.612,89.05,2.157024118232727,47.05,76.64,52.79,71.73909020423889
68,0.1,1.3279245747375488,61.942,89.03,2.2391470985412596,45.02,77.24,52.79,71.24669623374939
69,0.1,1.3225978028106689,62.092,89.038,1.8782368701934815,51.11,81.09,52.79,71.2025580406189
70,0.1,1.319968452987671,62.038,89.096,1.8906717407226563,50.42,79.79,52.79,71.15614986419678
71,0.1,1.321277317276001,61.968,89.186,1.7719554031372071,53.59,82.08,53.59,71.2574200630188
72,0.1,1.323253941040039,62.008,88.96,2.732191734313965,39.17,70.53,53.59,71.30068397521973
73,0.1,1.3209972661209106,62.038,88.992,1.7955253112792968,53.02,81.97,53.59,71.1594488620758
74,0.1,1.321801637916565,62.088,89.122,1.9515490480422975,49.82,80.76,53.59,71.14994311332703
75,0.1,1.322511337814331,62.074,89.044,2.1843904388427733,46.88,78.47,53.59,71.13851714134216
76,0.1,1.3204468563079834,61.924,89.286,1.6345580812454223,56.19,84.04,56.19,71.14998388290405
77,0.1,1.3115201880645753,62.552,89.136,1.7946499126434325,51.88,82.66,56.19,71.3939561843872
78,0.1,1.310879394340515,62.388,89.192,2.147463151550293,46.4,77.32,56.19,71.23991203308105
79,0.1,1.3172033167648316,62.146,89.216,2.275969859313965,44.25,74.82,56.19,71.20188975334167
80,0.010000000000000002,1.3104464395523072,62.566,89.136,1.9599097389221192,50.38,80.84,56.19,71.16286897659302
81,0.010000000000000002,0.8512627719688416,75.17,94.808,1.0243392721176148,70.7,92.53,70.7,71.29110097885132
82,0.010000000000000002,0.7079061398315429,78.848,96.024,1.0094952655792235,71.55,92.58,71.55,71.03478813171387
83,0.010000000000000002,0.6462804674339294,80.474,96.698,1.0199973999023437,70.95,92.84,71.55,71.25723791122437
84,0.010000000000000002,0.6045727053451538,81.678,96.982,1.0089030715942382,71.63,92.84,71.63,71.13610887527466
85,0.010000000000000002,0.5746672216796875,82.46,97.32,1.0185461437225343,71.34,92.95,71.63,71.07361698150635
86,0.010000000000000002,0.5387221591949463,83.446,97.658,1.0400739778518677,71.6,92.68,71.63,71.196053981781
87,0.010000000000000002,0.521339847202301,84.05,97.792,1.0365348960876464,71.49,92.7,71.63,71.21665811538696
88,0.010000000000000002,0.49087740535736085,84.918,98.068,1.0510509288787842,71.92,92.88,71.92,71.20169401168823
89,0.010000000000000002,0.47517345314979553,85.336,98.116,1.0689557592391967,71.27,92.61,71.92,71.22042298316956
90,0.010000000000000002,0.4553255213260651,85.746,98.358,1.0923876302719115,71.07,92.7,71.92,71.41832399368286
91,0.010000000000000002,0.44348510270118713,86.242,98.432,1.1184601172447204,70.8,92.43,71.92,71.13055276870728
92,0.010000000000000002,0.4327702104759216,86.448,98.486,1.178772413444519,69.72,91.63,71.92,71.38389801979065
93,0.010000000000000002,0.42239806030273436,86.73,98.614,1.160166194152832,70.03,91.91,71.92,71.74489688873291
94,0.010000000000000002,0.41489482593536375,86.984,98.682,1.1420535774230958,70.52,92.44,71.92,71.94698286056519
95,0.010000000000000002,0.4005390466880798,87.416,98.798,1.1911698965072632,70.04,91.85,71.92,71.75876307487488
96,0.010000000000000002,0.39469315414428713,87.612,98.814,1.1805748531341553,70.31,92.08,71.92,71.21252489089966
97,0.010000000000000002,0.3902701745033264,87.762,98.896,1.1935917707443238,70.29,92.15,71.92,71.23669099807739
98,0.010000000000000002,0.3806982399368286,87.944,98.978,1.1825249197006225,70.67,91.68,71.92,71.99400401115417
99,0.010000000000000002,0.38138061305999754,87.836,99.0,1.2204668113708497,69.22,91.28,71.92,71.31315112113953
100,0.010000000000000002,0.3779797135448456,88.028,99.024,1.208008971786499,69.8,91.59,71.92,71.28677892684937
101,0.010000000000000002,0.37670409770965574,88.024,99.068,1.2517475479125977,69.39,91.35,71.92,71.29630064964294
102,0.010000000000000002,0.37645922256469727,88.024,99.094,1.269994641685486,68.82,91.26,71.92,71.35519480705261
103,0.010000000000000002,0.364809420375824,88.444,99.154,1.286672416114807,69.24,91.51,71.92,72.1876769065857
104,0.010000000000000002,0.37549464212417605,88.084,99.086,1.2810169059753418,69.01,91.44,71.92,71.34980297088623
105,0.010000000000000002,0.37110843731403353,88.13,99.088,1.274280366897583,69.42,91.26,71.92,71.33016109466553
106,0.010000000000000002,0.37211948265075684,87.954,99.116,1.2606188079833984,69.47,91.33,71.92,71.30665516853333
107,0.010000000000000002,0.3656746758079529,88.362,99.172,1.3562136444091797,67.61,90.05,71.92,71.34250378608704
108,0.010000000000000002,0.36234850487709047,88.418,99.1,1.3506339363098145,67.99,90.68,71.92,71.79433917999268
109,0.010000000000000002,0.3660055667304993,88.392,99.15,1.3829656482696533,67.75,90.37,71.92,72.07936596870422
110,0.010000000000000002,0.3611404020500183,88.574,99.148,1.313774355316162,68.24,90.84,71.92,71.3594081401825
111,0.010000000000000002,0.35633985842704774,88.616,99.238,1.296900467300415,68.43,91.05,71.92,71.24775886535645
112,0.010000000000000002,0.36104452838897705,88.596,99.102,1.3834794109344482,67.08,90.42,71.92,71.23131918907166
113,0.010000000000000002,0.36173800678253176,88.436,99.212,1.341211996459961,67.98,90.69,71.92,71.27637076377869
114,0.010000000000000002,0.36160150342941283,88.46,99.17,1.3286975610733032,67.97,90.47,71.92,71.24798703193665
115,0.010000000000000002,0.35305569295883177,88.78,99.208,1.323585232925415,68.29,90.95,71.92,71.25034189224243
116,0.010000000000000002,0.35098383814811707,88.778,99.222,1.4159488443374635,67.14,89.87,71.92,71.21377682685852
117,0.010000000000000002,0.35210660587310794,88.774,99.22,1.3377982721328736,67.83,90.75,71.92,71.23908925056458
118,0.010000000000000002,0.359156669960022,88.584,99.19,1.3869661294937135,67.83,90.53,71.92,71.29023289680481
119,0.010000000000000002,0.34642741242408753,89.06,99.236,1.4502668188095094,66.1,90.04,71.92,71.24009895324707
120,0.0010000000000000002,0.3517848607254028,88.788,99.272,1.3861749205589295,67.11,90.15,71.92,71.239413022995
121,0.0010000000000000002,0.20538915678024292,94.066,99.762,1.1190199098587037,72.71,92.94,72.71,71.26952600479126
122,0.0010000000000000002,0.1441999901533127,96.24,99.884,1.1261825689315796,73.14,92.91,73.14,71.29838585853577
123,0.0010000000000000002,0.12698203927993773,96.762,99.906,1.1356591890335084,73.21,92.83,73.21,71.23472833633423
124,0.0010000000000000002,0.11701960093259811,97.116,99.91,1.1420935474395753,73.18,92.66,73.21,71.19594383239746
125,0.0010000000000000002,0.10751305642604828,97.394,99.928,1.1433825159072877,73.41,92.77,73.41,71.2977499961853
126,0.0010000000000000002,0.10216916248559951,97.538,99.934,1.1493530334472657,73.26,92.8,73.41,71.23547220230103
127,0.0010000000000000002,0.09679459715843201,97.686,99.952,1.156469504928589,73.04,92.82,73.41,71.31533408164978
128,0.0010000000000000002,0.0913860600566864,97.946,99.954,1.1561245599746703,73.22,92.54,73.41,71.18721103668213
129,0.0010000000000000002,0.08964335424780846,98.008,99.952,1.1677643899917602,73.48,92.74,73.48,71.21224880218506
130,0.0010000000000000002,0.08360303907871246,98.182,99.968,1.1760670188903808,73.26,92.48,73.48,71.21007800102234
131,0.0010000000000000002,0.08252157232761383,98.17,99.962,1.1719508527755738,73.35,92.57,73.48,71.21879291534424
132,0.0010000000000000002,0.0775277222919464,98.406,99.968,1.1828720413208007,73.33,92.6,73.48,71.27164697647095
133,0.0010000000000000002,0.07519951632499695,98.46,99.976,1.1941040781021117,73.12,92.7,73.48,71.31351494789124
134,0.0010000000000000002,0.07236153302669525,98.502,99.976,1.1920027400970459,73.27,92.64,73.48,71.31696319580078
135,0.0010000000000000002,0.06985206159830093,98.552,99.968,1.1958227298736572,73.16,92.62,73.48,71.34246110916138
136,0.0010000000000000002,0.06855647334098816,98.676,99.964,1.2052282287597655,73.13,92.57,73.48,71.28955292701721
137,0.0010000000000000002,0.06740110018253326,98.638,99.962,1.2070955932617187,72.93,92.59,73.48,71.26770782470703
138,0.0010000000000000002,0.06414608435988427,98.702,99.984,1.1992306060791016,73.03,92.79,73.48,71.33141803741455
139,0.0010000000000000002,0.06349447009563446,98.724,99.978,1.2089656244277953,73.2,92.65,73.48,71.35031700134277
140,0.0010000000000000002,0.06065795957803726,98.854,99.978,1.2079743366241456,73.28,92.75,73.48,71.27598905563354
141,0.0010000000000000002,0.05948990671634674,98.842,99.984,1.2135401998519897,73.23,92.53,73.48,71.31183099746704
142,0.0010000000000000002,0.05728872929215431,98.948,99.982,1.214971640777588,73.12,92.59,73.48,71.28167295455933
143,0.0010000000000000002,0.05596500796556473,99.0,99.986,1.221532661819458,73.32,92.74,73.48,71.36903405189514
144,0.0010000000000000002,0.05633345848321915,98.904,99.99,1.2299481704711914,73.07,92.49,73.48,71.38159894943237
145,0.0010000000000000002,0.054061110682487486,98.982,99.992,1.2341134618759155,73.27,92.42,73.48,71.272873878479
146,0.0010000000000000002,0.05151390244364738,99.1,99.994,1.2309558059692383,73.2,92.58,73.48,72.65269875526428
147,0.0010000000000000002,0.050041511934995654,99.146,99.984,1.2413729818344117,73.2,92.44,73.48,71.29945802688599
148,0.0010000000000000002,0.04956711618304253,99.108,99.994,1.237509156036377,73.22,92.54,73.48,71.30849003791809
149,0.0010000000000000002,0.049027218606472016,99.146,99.99,1.2461056171417237,72.78,92.33,73.48,71.32069802284241
150,0.0010000000000000002,0.04840403348684311,99.13,99.988,1.2427208696365357,73.29,92.59,73.48,71.30598211288452
151,0.0010000000000000002,0.04763007494688034,99.184,99.992,1.2526867237091064,73.14,92.49,73.48,71.32075524330139
152,0.0010000000000000002,0.047063927004337314,99.156,99.992,1.2563530994415284,73.05,92.48,73.48,71.33134579658508
153,0.0010000000000000002,0.046139531078338625,99.172,99.99,1.2518710935592652,73.13,92.47,73.48,71.41787314414978
154,0.0010000000000000002,0.044671416864395144,99.24,99.992,1.2595649085998535,73.16,92.42,73.48,71.95527410507202
155,0.0010000000000000002,0.04428090302228928,99.3,99.994,1.2646754043579103,73.21,92.33,73.48,71.74523711204529
156,0.0010000000000000002,0.04316511644601822,99.276,99.994,1.2608267505645752,72.99,92.49,73.48,71.46341109275818
157,0.0010000000000000002,0.04196867918968201,99.288,99.992,1.2648303617477417,73.28,92.52,73.48,71.33809494972229
158,0.0010000000000000002,0.0413777835893631,99.35,99.996,1.274815085029602,72.94,92.47,73.48,71.37630701065063
159,0.0010000000000000002,0.04187772213220596,99.318,99.996,1.2712681955337524,73.07,92.4,73.48,71.79681992530823
160,0.0010000000000000002,0.03927010527968407,99.372,99.996,1.2658927320480347,72.94,92.56,73.48,72.20937776565552
