epoch,lr,train_loss,train_loss_hard,train_loss_soft,train_top1,train_top5,test_loss,test_top1,test_top5,best_test_top1,epoch_time_sec
1,0.1,6.785839721984863,4.070384368286133,0.14845773529291154,6.468,24.062,4.088528704071045,9.09,30.75,9.09,22.82446002960205
2,0.1,5.701448635559082,3.4209588732910157,0.12471778771400452,15.946,44.34,3.550496369934082,16.55,44.16,16.55,21.641556978225708
3,0.1,5.097046971588135,3.038764628982544,0.1118020208144188,22.618,55.318,3.299062364959717,21.67,54.77,21.67,22.110302925109863
4,0.1,4.713600649719238,2.804469319076538,0.1034801870918274,27.598,61.148,3.4181490478515624,23.73,54.1,23.73,21.87563705444336
5,0.1,4.454055232849121,2.640121750640869,0.09793732357501983,30.77,65.344,3.081856344604492,26.47,58.98,26.47,21.7359139919281
6,0.1,4.282912379455566,2.5284463599395752,0.09433403809070587,33.148,68.024,3.482938053894043,25.14,56.15,26.47,21.712698936462402
7,0.1,4.1348110244750975,2.440678808670044,0.09107723816394805,34.932,69.882,2.803803645706177,31.92,65.8,31.92,21.74979591369629
8,0.1,4.052637564849854,2.388550979766846,0.08932381480932236,35.916,71.048,2.95242320022583,29.89,64.17,31.92,21.694695234298706
9,0.1,3.9612695989990234,2.324387532043457,0.0874711198401451,37.718,72.61,2.797048834228516,32.34,66.1,32.34,21.77121901512146
10,0.1,3.895656801452637,2.2867113747406007,0.08600940975666047,38.546,73.136,2.8400276725769045,31.89,65.83,32.34,21.798624992370605
11,0.1,3.8348590209960935,2.2491289156341554,0.08469670521259308,39.296,73.902,2.7210479557037353,33.77,67.16,33.77,21.737185955047607
12,0.1,3.7875037365722655,2.2149513484191896,0.08375087671995163,39.938,74.584,2.7314088665008547,34.22,68.65,34.22,22.45222496986389
13,0.1,3.75357537399292,2.1962657595825195,0.08298257769107818,40.656,74.964,2.5897124908447267,36.09,69.98,36.09,22.328861951828003
14,0.1,3.7060178232574463,2.1672707621765137,0.08194945127487183,41.3,75.594,2.9515977054595948,32.07,66.01,36.09,22.871686220169067
15,0.1,3.681423033370972,2.1502809233093263,0.08144633021831513,41.642,76.044,2.951979132080078,31.34,65.41,36.09,21.806856155395508
16,0.1,3.663172108001709,2.137788929977417,0.08107117618560791,41.77,76.26,2.9300380027770996,32.82,66.27,36.09,21.78574514389038
17,0.1,3.6497002318572997,2.1263810398864744,0.08082842856884002,42.196,76.322,3.598089142227173,27.37,59.81,36.09,21.774009704589844
18,0.1,3.6215208821868896,2.1096185165405275,0.08020973822832107,42.4,76.766,2.6598411849975587,36.21,69.57,36.21,21.74713134765625
19,0.1,3.59160316947937,2.09128576751709,0.0795612589097023,43.02,77.054,2.4069317844390867,39.21,73.83,39.21,21.711974143981934
20,0.1,3.577740057525635,2.0756323449707033,0.07937262138366699,43.406,77.322,2.504263744354248,39.75,73.14,39.75,21.735246181488037
21,0.1,3.56580578956604,2.0662297073745726,0.07914659181118011,43.678,77.67,3.152665298461914,29.97,62.43,39.75,21.742594957351685
22,0.1,3.5563563287353515,2.064468925704956,0.07887880840539932,43.526,77.552,2.714483417510986,35.96,69.97,39.75,21.759413957595825
23,0.1,3.5365626611328125,2.055061000747681,0.07840725486278534,43.872,77.732,2.5618797353744505,37.44,71.45,39.75,21.802062273025513
24,0.1,3.537692731628418,2.0523954244995117,0.078484219455719,43.704,77.928,2.435765440750122,39.51,73.32,39.75,22.311550855636597
25,0.1,3.5160176086425783,2.0369236294555666,0.07804861850261688,44.252,77.902,2.9580578884124757,34.65,66.45,39.75,21.929102897644043
26,0.1,3.5128233730316163,2.037319908905029,0.07794260657787323,44.246,78.03,2.7717080154418947,36.42,70.07,39.75,21.805869102478027
27,0.1,3.4948887272644042,2.0229417247772217,0.07760680816173554,44.53,78.214,2.6905285720825196,37.08,70.53,39.75,21.772937774658203
28,0.1,3.4825510163116453,2.0141825721740725,0.07735811670303344,45.072,78.472,3.1457645389556883,31.4,62.95,39.75,21.732847929000854
29,0.1,3.4747090295410157,2.0071531912994383,0.0772228885602951,44.974,78.494,2.8032840217590334,35.44,68.09,39.75,21.764169216156006
30,0.1,3.485183113937378,2.015723748817444,0.07741628847122192,44.946,78.582,2.5000383743286134,39.14,71.66,39.75,21.727964162826538
31,0.1,3.4736670447540283,2.012181711578369,0.07711175607204437,44.978,78.552,2.829513059616089,35.21,68.28,39.75,21.740753173828125
32,0.1,3.4585056284332274,2.0009704425048827,0.07681313789129257,45.084,78.796,2.765991884613037,37.29,68.96,39.75,21.723613023757935
33,0.1,3.4569609521484375,2.0069022276306154,0.07667218252897262,44.904,78.678,2.6002226181030275,38.0,71.18,39.75,21.748396158218384
34,0.1,3.4322278747558594,1.9845944919586183,0.07624783217906952,45.432,78.828,2.4420963050842284,38.75,72.25,39.75,21.700510263442993
35,0.1,3.4398131118774415,1.9918886581420898,0.07637089957237243,45.38,78.822,3.309851248931885,31.98,63.55,39.75,21.756217002868652
36,0.1,3.425538106536865,1.9858898833465577,0.07601853622436523,45.43,79.044,2.7201031337738035,36.87,70.73,39.75,21.689412117004395
37,0.1,3.4308242584228514,1.9892991860580445,0.07613045827627182,45.248,78.926,2.555564649581909,37.99,70.75,39.75,21.740733861923218
38,0.1,3.4313064713287353,1.9862573124694825,0.07619305685520172,45.532,78.93,2.7758605083465575,37.16,69.76,39.75,21.728940963745117
39,0.1,3.4240489098358156,1.9810395455551149,0.07604778542995452,45.71,79.162,3.1577175624847413,31.01,64.33,39.75,21.74311113357544
40,0.1,3.426952443084717,1.9855383225250245,0.0760682276725769,45.528,79.014,2.7380168575286867,36.88,68.46,39.75,21.68888282775879
41,0.1,3.420527024383545,1.9837447455596924,0.07589545805692673,45.42,79.21,2.852303295326233,33.81,67.7,39.75,21.729477167129517
42,0.1,3.402369204788208,1.9670237762069702,0.07558929114341736,45.828,79.242,2.6608573207855226,37.27,71.01,39.75,21.720067977905273
43,0.1,3.40397360786438,1.9711041525650024,0.07557567265987396,45.962,79.298,2.50441273727417,38.92,72.68,39.75,21.756439924240112
44,0.1,3.4100308213043213,1.9725588078308105,0.07574223184108735,45.846,79.29,2.4300401290893556,39.89,73.88,39.89,21.757423877716064
45,0.1,3.4029696867370607,1.971066124649048,0.0755448944401741,45.684,79.36,2.69053818359375,37.73,70.17,39.89,22.513951063156128
46,0.1,3.390390435180664,1.960194471054077,0.07532166246891021,46.048,79.316,2.5899679107666014,37.68,70.81,39.89,21.75909996032715
47,0.1,3.3950795932006836,1.9705895777893065,0.0753057751441002,45.704,79.412,2.4045805709838866,41.26,73.28,41.26,22.35950469970703
48,0.1,3.3949970611572264,1.9681043282318116,0.07534202774524688,46.002,79.374,2.5101788234710694,39.2,72.57,41.26,22.32809591293335
49,0.1,3.3751587930297853,1.9530978060150146,0.07495655901432037,46.25,79.532,2.471032300949097,38.04,72.7,41.26,22.05612587928772
50,0.1,3.3757822319030764,1.9528342231750488,0.07498016000509262,46.18,79.556,2.5531142524719237,38.38,72.4,41.26,22.29122281074524
51,0.1,3.3762027413940428,1.953034814376831,0.0749901670050621,46.386,79.57,2.715558359527588,36.1,71.35,41.26,22.073719024658203
52,0.1,3.3717627674865724,1.9551302095794678,0.07481867716789245,46.31,79.804,2.7040881660461427,38.03,71.16,41.26,21.775635957717896
53,0.1,3.3675218682861328,1.9505809707641601,0.07475723074436187,46.428,79.81,2.761725769805908,35.8,68.5,41.26,22.148977994918823
54,0.1,3.357990546646118,1.9447758590316773,0.07455008174419403,46.522,79.776,2.390951099395752,41.23,74.38,41.26,22.331949949264526
55,0.1,3.3599827724456786,1.9448345120239259,0.07461142237901687,46.484,79.92,2.9877196533203123,34.1,66.2,41.26,22.303758144378662
56,0.1,3.367655865020752,1.9488655139160156,0.07478822208881378,46.61,79.684,2.5125308242797852,39.37,72.23,41.26,22.11045002937317
57,0.1,3.3523162838745115,1.936788223800659,0.07449756799221038,46.508,80.024,3.1482457592010498,35.22,68.28,41.26,21.92754292488098
58,0.1,3.3549173976135256,1.9412768434906005,0.07450871783494949,46.622,79.72,2.6870351760864257,37.95,70.77,41.26,22.0048770904541
59,0.1,3.334553528442383,1.9267064929199218,0.07410000883579254,47.068,80.074,2.67149490776062,38.09,70.39,41.26,22.0922589302063
60,0.010000000000000002,3.338874631347656,1.928427660484314,0.07420814987897872,46.592,80.134,2.5053509536743164,40.67,73.45,41.26,21.882781744003296
61,0.010000000000000002,2.8714402158355714,1.6147032385253905,0.06450276869058609,54.12,84.938,1.686497466468811,53.8,84.14,53.8,21.694886922836304
62,0.010000000000000002,2.7718076557159423,1.5517749813842774,0.0623725051522255,55.584,85.88,1.6702698020935058,53.82,84.59,53.82,21.61060118675232
63,0.010000000000000002,2.7399456640625,1.527689944114685,0.06175314660787582,56.304,86.334,1.6874766460418702,54.05,84.39,54.05,21.905475854873657
64,0.010000000000000002,2.7201456422424317,1.5212895922088623,0.06123440137386322,56.684,86.304,1.6593571557998656,54.45,84.52,54.45,21.75236201286316
65,0.010000000000000002,2.695193414993286,1.5050637225723267,0.06070817368030548,56.974,86.574,1.6572449298858642,54.23,84.88,54.45,21.78061318397522
66,0.010000000000000002,2.694290185699463,1.502440244216919,0.06072093946456909,57.032,86.596,1.6608606803894044,54.46,84.71,54.46,21.630652904510498
67,0.010000000000000002,2.682509187774658,1.493440645866394,0.060493401927948,57.252,86.762,1.657383515548706,54.71,85.01,54.71,21.755550861358643
68,0.010000000000000002,2.6699320809936524,1.4845136530303955,0.06023985170602798,57.482,86.896,1.6698263494491576,54.37,85.03,54.71,22.029715061187744
69,0.010000000000000002,2.669695765457153,1.4816063717651367,0.06027789317369461,57.458,86.946,1.6802985603332519,54.3,84.59,54.71,22.266949892044067
70,0.010000000000000002,2.669096013183594,1.4836404558944702,0.06022736826658249,57.44,86.884,1.6965621259689332,54.26,84.54,54.71,22.074666023254395
71,0.010000000000000002,2.661917501831055,1.4777517316055298,0.06009505119085312,57.556,87.036,1.6388850355148314,54.92,85.24,54.92,22.375023126602173
72,0.010000000000000002,2.6543514937591555,1.4720089447784424,0.05994834453701973,57.638,87.04,1.7191976217269898,53.84,84.03,54.92,22.363832235336304
73,0.010000000000000002,2.6493310118103026,1.4730873491668701,0.05977460427999497,57.666,87.14,1.6594796686172486,55.12,84.66,55.12,22.18377709388733
74,0.010000000000000002,2.6467706378936766,1.46704916847229,0.05978893918156624,58.11,87.228,1.6428803253173827,55.31,84.86,55.31,21.893415212631226
75,0.010000000000000002,2.641129199295044,1.4689615288162232,0.059582763669490814,57.882,87.066,1.6623968589782714,54.68,84.95,55.31,22.428582906723022
76,0.010000000000000002,2.6467555140686034,1.4657594062042236,0.05980861911535263,57.776,87.252,1.704459070777893,54.37,83.96,55.31,22.417670965194702
77,0.010000000000000002,2.6448093949890135,1.4672583518218993,0.059724381836652754,57.782,87.18,1.6921684671401978,54.04,84.57,55.31,22.263622999191284
78,0.010000000000000002,2.643489270782471,1.4664980709838866,0.05969500728726387,57.838,87.138,1.7035292688369752,54.48,83.97,55.31,22.34114718437195
79,0.010000000000000002,2.641882639083862,1.461315491065979,0.05972577793002128,58.074,87.29,1.7571340299606324,53.57,83.97,55.31,21.794644117355347
